Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-10-28","New Jersey","2.40870090","621856955.13","600000000.00","350236000.00","0.00","0.00","14","2021","1","2020","4","10","28"
"2020-10-28","Texas","2.40870090","5197441177.44","1200000000.00","524519032.03","0.00","0.00","19","2021","1","2020","4","10","28"
"2020-10-28","Minnesota","2.40870090","717387572.41","300000000.00","165876453.62","0.00","0.00","13","2021","1","2020","4","10","28"
"2020-10-28","Colorado","2.40870090","497193692.68","500000000.00","147386180.68","0.00","0.00","2","2021","1","2020","4","10","28"
"2020-10-28","Louisana","2.40870090","98680503.10","200000000.00","98680503.10","0.00","0.00","10","2021","1","2020","4","10","28"
"2020-10-28","Illinois","2.40870090","2593661788.40","846000000.00","412027860.73","0.00","0.00","7","2021","1","2020","4","10","28"
"2020-10-28","West Virgina","2.40870090","111069846.43","125000000.00","21330902.07","0.00","0.00","22","2021","1","2020","4","10","28"
"2020-10-28","Pennsylvania","2.40870090","565597418.27","1000000000.00","265855763.89","0.00","0.00","18","2021","1","2020","4","10","28"
"2020-10-28","Georgia","2.40870090","674299879.90","430000000.00","252000000.00","0.00","0.00","5","2021","1","2020","4","10","28"
"2020-10-28","Virgin Islands","2.40870090","77298181.15","9000000.00","8000000.00","0.00","0.00","21","2021","1","2020","4","10","28"
"2020-10-28","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","28"
"2020-10-28","Connecticut","2.40870090","395134541.44","150000000.00","52704639.89","0.00","0.00","3","2021","1","2020","4","10","28"
"2020-10-28","Massachusetts","2.40870090","1925140874.47","696000000.00","264178634.88","0.00","0.00","12","2021","1","2020","4","10","28"
"2020-10-28","New Mexico","2.40870090","124068261.72","125000000.00","56345680.89","0.00","0.00","15","2021","1","2020","4","10","28"
"2020-10-28","California","2.40870090","15088781520.63","3500000000.00","2277000000.00","0.00","0.00","1","2021","1","2020","4","10","28"
"2020-10-28","Hawaii","2.40870090","648563782.07","435000000.00","110028839.83","0.00","0.00","6","2021","1","2020","4","10","28"
"2020-10-28","Ohio","2.40870090","1129997996.50","700000000.00","135640000.00","0.00","0.00","17","2021","1","2020","4","10","28"
"2020-10-28","Indiana","2.40870090","78255099.45","120000000.00","85973467.41","0.00","0.00","8","2021","1","2020","4","10","28"
"2020-10-28","New York","2.40870090","8426137619.61","1700000000.00","469040189.87","0.00","0.00","16","2021","1","2020","4","10","28"
"2020-10-28","Virginia","2.40870090","67354746.00","360000000.00","67354746.00","0.00","0.00","20","2021","1","2020","4","10","28"
"2020-10-27","Virginia","2.40870090","57204746.00","360000000.00","57204746.00","0.00","0.00","20","2021","1","2020","4","10","27"
"2020-10-27","Illinois","2.40870090","2570547311.99","846000000.00","388913384.32","0.00","0.00","7","2021","1","2020","4","10","27"
"2020-10-27","New Jersey","2.40870090","615253532.09","600000000.00","337697000.00","0.00","0.00","14","2021","1","2020","4","10","27"
"2020-10-27","Massachusetts","2.40870090","1925140874.47","696000000.00","264178634.88","0.00","0.00","12","2021","1","2020","4","10","27"
"2020-10-27","Delaware","2.40870090","29167975.14","34000000.00","15983563.99","0.00","0.00","4","2021","1","2020","4","10","27"
"2020-10-27","Texas","2.40870090","5166886930.39","1200000000.00","493964784.98","0.00","0.00","19","2021","1","2020","4","10","27"
"2020-10-27","California","2.40870090","15090895119.92","3500000000.00","2272000000.00","0.00","0.00","1","2021","1","2020","4","10","27"
"2020-10-27","Virgin Islands","2.40870090","77298181.15","9000000.00","8000000.00","0.00","0.00","21","2021","1","2020","4","10","27"
"2020-10-27","Hawaii","2.40870090","644809594.03","435000000.00","106274651.79","0.00","0.00","6","2021","1","2020","4","10","27"
"2020-10-27","Connecticut","2.40870090","395134541.44","150000000.00","52704639.89","0.00","0.00","3","2021","1","2020","4","10","27"
"2020-10-27","Georgia","2.40870090","640299879.90","430000000.00","218000000.00","0.00","0.00","5","2021","1","2020","4","10","27"
"2020-10-27","New York","2.40870090","8429159560.18","1700000000.00","469040189.87","0.00","0.00","16","2021","1","2020","4","10","27"
"2020-10-27","Minnesota","2.40870090","714653610.39","300000000.00","155217745.55","0.00","0.00","13","2021","1","2020","4","10","27"
"2020-10-27","West Virgina","2.40870090","110587352.49","125000000.00","20848408.13","0.00","0.00","22","2021","1","2020","4","10","27"
"2020-10-27","New Mexico","2.40870090","122405093.35","125000000.00","54682512.52","0.00","0.00","15","2021","1","2020","4","10","27"
"2020-10-27","Indiana","2.40870090","78781064.85","120000000.00","84047065.07","0.00","0.00","8","2021","1","2020","4","10","27"
"2020-10-27","Pennsylvania","2.40870090","564870331.67","1000000000.00","265128677.29","0.00","0.00","18","2021","1","2020","4","10","27"
"2020-10-27","Kentucky","2.40870090","460338864.63","350000000.00","61108098.00","0.00","0.00","9","2021","1","2020","4","10","27"
"2020-10-27","Colorado","2.40870090","492937031.98","500000000.00","143129519.98","0.00","0.00","2","2021","1","2020","4","10","27"
"2020-10-27","Louisana","2.40870090","94983626.56","200000000.00","94983626.56","0.00","0.00","10","2021","1","2020","4","10","27"
"2020-10-27","Ohio","2.40870090","1129997996.50","700000000.00","135640000.00","0.00","0.00","17","2021","1","2020","4","10","27"
"2020-10-27","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","27"
"2020-10-26","California","2.40870090","14864119596.38","3500000000.00","2028000000.00","0.00","0.00","1","2021","1","2020","4","10","26"
"2020-10-26","Indiana","2.40870090","76558304.84","120000000.00","80104955.79","0.00","0.00","8","2021","1","2020","4","10","26"
"2020-10-26","West Virgina","2.40870090","109219185.43","125000000.00","19480241.07","0.00","0.00","22","2021","1","2020","4","10","26"
"2020-10-26","Ohio","2.40870090","1120173996.50","700000000.00","125816000.00","0.00","0.00","17","2021","1","2020","4","10","26"
"2020-10-26","New Jersey","2.40870090","606355082.09","600000000.00","326034000.00","0.00","0.00","14","2021","1","2020","4","10","26"
"2020-10-26","Massachusetts","2.40870090","1920042822.94","696000000.00","259080583.35","0.00","0.00","12","2021","1","2020","4","10","26"
"2020-10-26","New York","2.40870090","8406516095.60","1700000000.00","446396725.29","0.00","0.00","16","2021","1","2020","4","10","26"
"2020-10-26","Louisana","2.40870090","90860825.71","200000000.00","90860825.71","0.00","0.00","10","2021","1","2020","4","10","26"
"2020-10-26","TexasÂ","2.40870090","5132741638.64","1200000000.00","459819493.23","0.00","0.00","19","2021","1","2020","4","10","26"
"2020-10-26","Kentucky","2.40870090","460338864.63","350000000.00","61108098.00","0.00","0.00","9","2021","1","2020","4","10","26"
"2020-10-26","Connecticut","2.40870090","395134541.44","150000000.00","52704639.89","0.00","0.00","3","2021","1","2020","4","10","26"
"2020-10-26","Minnesota","2.40870090","704891398.72","300000000.00","141377745.55","0.00","0.00","13","2021","1","2020","4","10","26"
"2020-10-26","Hawaii","2.40870090","636635822.04","435000000.00","98100879.80","0.00","0.00","6","2021","1","2020","4","10","26"
"2020-10-26","Virginia","2.40870090","56729746.00","360000000.00","56729746.00","0.00","0.00","20","2021","1","2020","4","10","26"
"2020-10-26","Pennsylvania","2.40870090","552709125.66","1000000000.00","252967471.28","0.00","0.00","18","2021","1","2020","4","10","26"
"2020-10-26","Virgin Islands","2.40870090","77298181.15","9000000.00","8000000.00","0.00","0.00","21","2021","1","2020","4","10","26"
"2020-10-26","New Mexico","2.40870090","115909300.43","125000000.00","48186719.60","0.00","0.00","15","2021","1","2020","4","10","26"
"2020-10-26","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","26"
"2020-10-26","Colorado","2.40870090","485016752.52","500000000.00","135209240.52","0.00","0.00","2","2021","1","2020","4","10","26"
"2020-10-26","Illinois","2.40870090","2540311937.19","846000000.00","358678009.52","0.00","0.00","7","2021","1","2020","4","10","26"
"2020-10-26","Delaware","2.40870090","29167975.14","34000000.00","15983563.99","0.00","0.00","4","2021","1","2020","4","10","26"
"2020-10-26","Georgia","2.40870090","639299879.90","430000000.00","217000000.00","0.00","0.00","5","2021","1","2020","4","10","26"
"2020-10-23","West Virgina","2.40870090","106735596.38","125000000.00","16996652.02","0.00","0.00","22","2021","1","2020","4","10","23"
"2020-10-23","Minnesota","2.40870090","703571787.38","300000000.00","137162745.55","0.00","0.00","13","2021","1","2020","4","10","23"
"2020-10-23","Virgin Islands","2.40870090","77298181.15","9000000.00","8000000.00","0.00","0.00","21","2021","1","2020","4","10","23"
"2020-10-23","Connecticut","2.40870090","395134541.44","150000000.00","52704639.89","0.00","0.00","3","2021","1","2020","4","10","23"
"2020-10-23","New Mexico","2.40870090","114410362.85","125000000.00","46687782.02","0.00","0.00","15","2021","1","2020","4","10","23"
"2020-10-23","Delaware","2.40870090","26377995.13","34000000.00","13193583.98","0.00","0.00","4","2021","1","2020","4","10","23"
"2020-10-23","Kentucky","2.40870090","460338864.63","350000000.00","61108098.00","0.00","0.00","9","2021","1","2020","4","10","23"
"2020-10-23","California","2.40870090","14517144374.35","3500000000.00","1674000000.00","0.00","0.00","1","2021","1","2020","4","10","23"
"2020-10-23","New York","2.40870090","8343847046.66","1700000000.00","383727676.35","0.00","0.00","16","2021","1","2020","4","10","23"
"2020-10-23","Indiana","2.40870090","68032823.15","120000000.00","70004108.20","0.00","0.00","8","2021","1","2020","4","10","23"
"2020-10-23","Pennsylvania","2.40870090","523084677.66","1000000000.00","223343023.28","0.00","0.00","18","2021","1","2020","4","10","23"
"2020-10-23","Georgia","2.40870090","636299879.90","430000000.00","214000000.00","0.00","0.00","5","2021","1","2020","4","10","23"
"2020-10-23","Illinois","2.40870090","2535337445.01","846000000.00","353703517.34","0.00","0.00","7","2021","1","2020","4","10","23"
"2020-10-23","Virginia","2.40870090","56729746.00","360000000.00","56729746.00","0.00","0.00","20","2021","1","2020","4","10","23"
"2020-10-23","Texas","2.40870090","5110937319.63","1200000000.00","438015174.22","0.00","0.00","19","2021","1","2020","4","10","23"
"2020-10-23","Colorado","2.40870090","468255141.66","500000000.00","118447629.66","0.00","0.00","2","2021","1","2020","4","10","23"
"2020-10-23","New Jersey","2.40870090","581120082.09","600000000.00","298045000.00","0.00","0.00","14","2021","1","2020","4","10","23"
"2020-10-23","Louisana","2.40870090","80367889.89","200000000.00","80367889.89","0.00","0.00","10","2021","1","2020","4","10","23"
"2020-10-23","Ohio","2.40870090","1110703996.50","700000000.00","116346000.00","0.00","0.00","17","2021","1","2020","4","10","23"
"2020-10-23","Hawaii","2.40870090","630840268.49","435000000.00","92305326.25","0.00","0.00","6","2021","1","2020","4","10","23"
"2020-10-23","Massachusetts","2.40870090","1872066928.18","696000000.00","211104688.59","0.00","0.00","12","2021","1","2020","4","10","23"
"2020-10-23","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","23"
"2020-10-22","Ohio","2.40870090","1110703996.50","700000000.00","116346000.00","0.00","0.00","17","2021","1","2020","4","10","22"
"2020-10-22","New York","2.40870090","8340764119.26","1700000000.00","380561361.68","0.00","0.00","16","2021","1","2020","4","10","22"
"2020-10-22","Massachusetts","2.40870090","1869190003.69","696000000.00","208227764.10","0.00","0.00","12","2021","1","2020","4","10","22"
"2020-10-22","California","2.40870090","14548331971.91","3500000000.00","1641000000.00","0.00","0.00","1","2021","1","2020","4","10","22"
"2020-10-22","Connecticut","2.40870090","395134541.44","150000000.00","52704639.89","0.00","0.00","3","2021","1","2020","4","10","22"
"2020-10-22","West Virgina","2.40870090","106488742.51","125000000.00","16749798.15","0.00","0.00","22","2021","1","2020","4","10","22"
"2020-10-22","Indiana","2.40870090","68652995.32","120000000.00","68423848.83","0.00","0.00","8","2021","1","2020","4","10","22"
"2020-10-22","Colorado","2.40870090","466153634.02","500000000.00","116346122.02","0.00","0.00","2","2021","1","2020","4","10","22"
"2020-10-22","Virgin Islands","2.40870090","77298181.15","9000000.00","8000000.00","0.00","0.00","21","2021","1","2020","4","10","22"
"2020-10-22","Louisana","2.40870090","79631301.04","200000000.00","79631301.04","0.00","0.00","10","2021","1","2020","4","10","22"
"2020-10-22","Georgia","2.40870090","629299879.90","430000000.00","207000000.00","0.00","0.00","5","2021","1","2020","4","10","22"
"2020-10-22","Hawaii","2.40870090","629709826.25","435000000.00","91174884.01","0.00","0.00","6","2021","1","2020","4","10","22"
"2020-10-22","New Jersey","2.40870090","572329895.69","600000000.00","286346000.00","0.00","0.00","14","2021","1","2020","4","10","22"
"2020-10-22","Pennsylvania","2.40870090","519639193.65","1000000000.00","219897539.27","0.00","0.00","18","2021","1","2020","4","10","22"
"2020-10-22","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","22"
"2020-10-22","Illinois","2.40870090","2524239678.23","846000000.00","342605750.56","0.00","0.00","7","2021","1","2020","4","10","22"
"2020-10-22","Minnesota","2.40870090","703936787.38","300000000.00","132977745.55","0.00","0.00","13","2021","1","2020","4","10","22"
"2020-10-22","Delaware","2.40870090","26377995.13","34000000.00","13193583.98","0.00","0.00","4","2021","1","2020","4","10","22"
"2020-10-22","Texas","2.40870090","5075484953.41","1200000000.00","402562808.00","0.00","0.00","19","2021","1","2020","4","10","22"
"2020-10-22","Virginia","2.40870090","54629746.00","360000000.00","54629746.00","0.00","0.00","20","2021","1","2020","4","10","22"
"2020-10-22","Kentucky","2.40870090","454170348.63","350000000.00","54939582.00","0.00","0.00","9","2021","1","2020","4","10","22"
"2020-10-22","New Mexico","2.40870090","111803020.86","125000000.00","44080440.03","0.00","0.00","15","2021","1","2020","4","10","22"
"2020-10-21","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","21"
"2020-10-21","Indiana","2.40870090","68472945.57","120000000.00","66686366.46","0.00","0.00","8","2021","1","2020","4","10","21"
"2020-10-21","Connecticut","2.40870090","393651047.41","150000000.00","51221145.86","0.00","0.00","3","2021","1","2020","4","10","21"
"2020-10-21","Kentucky","2.40870090","452914124.63","350000000.00","53683358.00","0.00","0.00","9","2021","1","2020","4","10","21"
"2020-10-21","Massachusetts","2.40870090","1865508315.93","696000000.00","204546076.34","0.00","0.00","12","2021","1","2020","4","10","21"
"2020-10-21","Delaware","2.40870090","26377995.13","34000000.00","13193583.98","0.00","0.00","4","2021","1","2020","4","10","21"
"2020-10-21","New Jersey","2.40870090","559511525.69","600000000.00","272412000.00","0.00","0.00","14","2021","1","2020","4","10","21"
"2020-10-21","Illinois","2.40870090","2506044428.92","846000000.00","324410501.25","0.00","0.00","7","2021","1","2020","4","10","21"
"2020-10-21","New York","2.40870090","8330536748.41","1700000000.00","370237679.16","0.00","0.00","16","2021","1","2020","4","10","21"
"2020-10-21","Virginia","2.40870090","53229746.00","360000000.00","53229746.00","0.00","0.00","20","2021","1","2020","4","10","21"
"2020-10-21","Colorado","2.40870090","463625115.77","500000000.00","113817603.77","0.00","0.00","2","2021","1","2020","4","10","21"
"2020-10-21","Ohio","2.40870090","1110703996.50","700000000.00","116346000.00","0.00","0.00","17","2021","1","2020","4","10","21"
"2020-10-21","Virgin Islands","2.40870090","75298181.15","9000000.00","6000000.00","0.00","0.00","21","2021","1","2020","4","10","21"
"2020-10-21","New Mexico","2.40870090","111410426.25","125000000.00","43687845.42","0.00","0.00","15","2021","1","2020","4","10","21"
"2020-10-21","Hawaii","2.40870090","627189407.01","435000000.00","88654464.77","0.00","0.00","6","2021","1","2020","4","10","21"
"2020-10-21","West Virgina","2.40870090","106153247.31","125000000.00","16414302.95","0.00","0.00","22","2021","1","2020","4","10","21"
"2020-10-21","Georgia","2.40870090","621799879.90","430000000.00","199500000.00","0.00","0.00","5","2021","1","2020","4","10","21"
"2020-10-21","Pennsylvania","2.40870090","513270457.86","1000000000.00","213528803.48","0.00","0.00","18","2021","1","2020","4","10","21"
"2020-10-21","Louisana","2.40870090","77193076.65","200000000.00","77193076.65","0.00","0.00","10","2021","1","2020","4","10","21"
"2020-10-21","Minnesota","2.40870090","702490415.77","300000000.00","128067745.55","0.00","0.00","13","2021","1","2020","4","10","21"
"2020-10-21","Texas","2.40870090","5047347327.64","1200000000.00","374425182.23","0.00","0.00","19","2021","1","2020","4","10","21"
"2020-10-21","California","2.40870090","14539623872.49","3500000000.00","1620000000.00","0.00","0.00","1","2021","1","2020","4","10","21"
"2020-10-20","Connecticut","2.40870090","390651047.41","150000000.00","48221145.86","0.00","0.00","3","2021","1","2020","4","10","20"
"2020-10-20","Virgin Islands","2.40870090","75298181.15","9000000.00","6000000.00","0.00","0.00","21","2021","1","2020","4","10","20"
"2020-10-20","Texas","2.40870090","5008296019.77","1200000000.00","335373874.36","0.00","0.00","19","2021","1","2020","4","10","20"
"2020-10-20","Indiana","2.40870090","67659710.14","120000000.00","64536487.57","0.00","0.00","8","2021","1","2020","4","10","20"
"2020-10-20","Pennsylvania","2.40870090","502877069.98","1000000000.00","203135415.60","0.00","0.00","18","2021","1","2020","4","10","20"
"2020-10-20","Kentucky","2.40870090","450433212.63","350000000.00","51202446.00","0.00","0.00","9","2021","1","2020","4","10","20"
"2020-10-20","Minnesota","2.40870090","693403328.07","300000000.00","117111870.60","0.00","0.00","13","2021","1","2020","4","10","20"
"2020-10-20","Delaware","2.40870090","26377995.13","34000000.00","13193583.98","0.00","0.00","4","2021","1","2020","4","10","20"
"2020-10-20","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","20"
"2020-10-20","Massachusetts","2.40870090","1862416898.16","696000000.00","201454658.57","0.00","0.00","12","2021","1","2020","4","10","20"
"2020-10-20","Illinois","2.40870090","2477452863.77","846000000.00","295818936.10","0.00","0.00","7","2021","1","2020","4","10","20"
"2020-10-20","Virginia","2.40870090","39669746.00","360000000.00","39669746.00","0.00","0.00","20","2021","1","2020","4","10","20"
"2020-10-20","Louisana","2.40870090","72916731.99","200000000.00","72916731.99","0.00","0.00","10","2021","1","2020","4","10","20"
"2020-10-20","New Jersey","2.40870090","548995894.75","600000000.00","258699000.00","0.00","0.00","14","2021","1","2020","4","10","20"
"2020-10-20","Georgia","2.40870090","582799879.90","430000000.00","160500000.00","0.00","0.00","5","2021","1","2020","4","10","20"
"2020-10-20","West Virgina","2.40870090","105660434.22","125000000.00","15921489.86","0.00","0.00","22","2021","1","2020","4","10","20"
"2020-10-20","Colorado","2.40870090","463133395.17","500000000.00","113325883.17","0.00","0.00","2","2021","1","2020","4","10","20"
"2020-10-20","California","2.40870090","14552159256.85","3500000000.00","1620000000.00","0.00","0.00","1","2021","1","2020","4","10","20"
"2020-10-20","Ohio","2.40870090","1108873996.50","700000000.00","114516000.00","0.00","0.00","17","2021","1","2020","4","10","20"
"2020-10-20","Hawaii","2.40870090","622351908.02","435000000.00","83816965.78","0.00","0.00","6","2021","1","2020","4","10","20"
"2020-10-20","New York","2.40870090","8314527529.89","1700000000.00","354228460.64","0.00","0.00","16","2021","1","2020","4","10","20"
"2020-10-20","New Mexico","2.40870090","109350883.37","125000000.00","41628302.54","0.00","0.00","15","2021","1","2020","4","10","20"
"2020-10-19","Virgin Islands","2.40870090","75386259.52","9000000.00","6000000.00","0.00","0.00","21","2021","1","2020","4","10","19"
"2020-10-19","Minnesota","2.40870090","680253328.07","300000000.00","102661870.60","0.00","0.00","13","2021","1","2020","4","10","19"
"2020-10-19","New Mexico","2.40870090","101347458.88","125000000.00","33624878.05","0.00","0.00","15","2021","1","2020","4","10","19"
"2020-10-19","Connecticut","2.40870090","376682457.91","150000000.00","34252556.36","0.00","0.00","3","2021","1","2020","4","10","19"
"2020-10-19","Massachusetts","2.40870090","1853473853.28","696000000.00","192511613.69","0.00","0.00","12","2021","1","2020","4","10","19"
"2020-10-19","Colorado","2.40870090","451749836.50","500000000.00","101942324.50","0.00","0.00","2","2021","1","2020","4","10","19"
"2020-10-19","Texas","2.40870090","4967266720.77","1200000000.00","294344575.36","0.00","0.00","19","2021","1","2020","4","10","19"
"2020-10-19","Ohio","2.40870090","1098752876.72","700000000.00","104391000.00","0.00","0.00","17","2021","1","2020","4","10","19"
"2020-10-19","Kentucky","2.40870090","443252149.54","350000000.00","44020351.00","0.00","0.00","9","2021","1","2020","4","10","19"
"2020-10-19","West Virgina","2.40870090","104113124.21","125000000.00","14374179.85","0.00","0.00","22","2021","1","2020","4","10","19"
"2020-10-19","Louisana","2.40870090","68520494.67","200000000.00","68520494.67","0.00","0.00","10","2021","1","2020","4","10","19"
"2020-10-19","New Jersey","2.40870090","538928764.75","600000000.00","245370000.00","0.00","0.00","14","2021","1","2020","4","10","19"
"2020-10-19","Indiana","2.40870090","64752977.39","120000000.00","60554469.74","0.00","0.00","8","2021","1","2020","4","10","19"
"2020-10-19","New York","2.40870090","8275565310.34","1700000000.00","315265392.03","0.00","0.00","16","2021","1","2020","4","10","19"
"2020-10-19","Virginia","2.40870090","39669746.00","360000000.00","39669746.00","0.00","0.00","20","2021","1","2020","4","10","19"
"2020-10-19","Hawaii","2.40870090","612123205.33","435000000.00","73588263.09","0.00","0.00","6","2021","1","2020","4","10","19"
"2020-10-19","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","10","19"
"2020-10-19","Illinois","2.40870090","2441321661.45","846000000.00","259687709.09","0.00","0.00","7","2021","1","2020","4","10","19"
"2020-10-19","Pennsylvania","2.40870090","489371135.96","1000000000.00","189629481.58","0.00","0.00","18","2021","1","2020","4","10","19"
"2020-10-19","California","2.40870090","14486106717.47","3500000000.00","1535000000.00","0.00","0.00","1","2021","1","2020","4","10","19"
"2020-10-19","Georgia","2.40870090","580799978.42","430000000.00","158500000.00","0.00","0.00","5","2021","1","2020","4","10","19"
"2020-10-19","Delaware","2.40870090","26377995.13","34000000.00","13193583.98","0.00","0.00","4","2021","1","2020","4","10","19"
"2020-10-16","California","2.40870090","14154558803.79","3500000000.00","1185000000.00","0.00","0.00","1","2021","1","2020","4","10","16"
"2020-10-16","Minnesota","2.40870090","677095512.22","300000000.00","98361870.60","0.00","0.00","12","2021","1","2020","4","10","16"
"2020-10-16","Ohio","2.40870090","1079994876.72","700000000.00","85633000.00","0.00","0.00","16","2021","1","2020","4","10","16"
"2020-10-16","Illinois","2.40870090","2438243486.19","846000000.00","256609533.83","0.00","0.00","7","2021","1","2020","4","10","16"
"2020-10-16","Georgia","2.40870090","579799978.42","430000000.00","157500000.00","0.00","0.00","5","2021","1","2020","4","10","16"
"2020-10-16","Kentucky","2.40870090","441443191.54","350000000.00","42211393.00","0.00","0.00","9","2021","1","2020","4","10","16"
"2020-10-16","New Mexico","2.40870090","101092075.29","125000000.00","33369494.46","0.00","0.00","14","2021","1","2020","4","10","16"
"2020-10-16","Texas","2.40870090","4950935604.00","1200000000.00","278013458.59","0.00","0.00","18","2021","1","2020","4","10","16"
"2020-10-16","West Virginia","2.40870090","101408867.14","125000000.00","11669922.78","0.00","0.00","21","2021","1","2020","4","10","16"
"2020-10-16","Connecticut","2.40870090","372832457.91","150000000.00","30402556.36","0.00","0.00","3","2021","1","2020","4","10","16"
"2020-10-16","Virginia","2.40870090","38769746.00","360000000.00","38769746.00","0.00","0.00","19","2021","1","2020","4","10","16"
"2020-10-16","Louisana","2.40870090","61084181.66","200000000.00","61084181.66","0.00","0.00","10","2021","1","2020","4","10","16"
"2020-10-16","Indiana","2.40870090","55787316.84","120000000.00","49638818.24","0.00","0.00","8","2021","1","2020","4","10","16"
"2020-10-16","Delaware","2.40870090","23706150.38","34000000.00","10521739.23","0.00","0.00","4","2021","1","2020","4","10","16"
"2020-10-16","Virgin Islands","2.40870090","75386259.52","9000000.00","6000000.00","0.00","0.00","20","2021","1","2020","4","10","16"
"2020-10-16","Massachusetts","2.40870090","1807144181.28","696000000.00","146181941.69","0.00","0.00","11","2021","1","2020","4","10","16"
"2020-10-16","Hawaii","2.40870090","605679386.90","435000000.00","67144444.66","0.00","0.00","6","2021","1","2020","4","10","16"
"2020-10-16","Colorado","2.40870090","432780199.86","500000000.00","82972687.86","0.00","0.00","2","2021","1","2020","4","10","16"
"2020-10-16","New York","2.40870090","8203591380.58","1700000000.00","243291462.27","0.00","0.00","15","2021","1","2020","4","10","16"
"2020-10-16","New Jersey","2.40870090","511736924.75","600000000.00","216338000.00","0.00","0.00","13","2021","1","2020","4","10","16"
"2020-10-16","Pennsylvania","2.40870090","450526750.14","1000000000.00","150785095.76","0.00","0.00","17","2021","1","2020","4","10","16"
"2020-10-15","California","2.40870090","14125258826.97","3500000000.00","1146000000.00","0.00","0.00","1","2021","1","2020","4","10","15"
"2020-10-15","Georgia","2.40870090","572299978.42","430000000.00","150000000.00","0.00","0.00","5","2021","1","2020","4","10","15"
"2020-10-15","Colorado","2.40870090","430636129.28","500000000.00","80828617.28","0.00","0.00","2","2021","1","2020","4","10","15"
"2020-10-15","New Jersey","2.40870090","500533435.30","600000000.00","203635000.00","0.00","0.00","13","2021","1","2020","4","10","15"
"2020-10-15","Indiana","2.40870090","56396828.56","120000000.00","47994072.95","0.00","0.00","8","2021","1","2020","4","10","15"
"2020-10-15","Virginia","2.40870090","38769746.00","360000000.00","38769746.00","0.00","0.00","19","2021","1","2020","4","10","15"
"2020-10-15","Texas","2.40870090","4914053179.43","1200000000.00","241131034.02","0.00","0.00","18","2021","1","2020","4","10","15"
"2020-10-15","West Virginia","2.40870090","101104835.84","125000000.00","11365891.48","0.00","0.00","21","2021","1","2020","4","10","15"
"2020-10-15","Hawaii","2.40870090","603687678.28","435000000.00","65152736.04","0.00","0.00","6","2021","1","2020","4","10","15"
"2020-10-15","Kentucky","2.40870090","440250867.54","350000000.00","41019069.00","0.00","0.00","9","2021","1","2020","4","10","15"
"2020-10-15","Connecticut","2.40870090","371632457.91","150000000.00","29202556.36","0.00","0.00","3","2021","1","2020","4","10","15"
"2020-10-15","New Mexico","2.40870090","100654679.29","125000000.00","32932098.46","0.00","0.00","14","2021","1","2020","4","10","15"
"2020-10-15","Pennsylvania","2.40870090","447682199.18","1000000000.00","147940544.80","0.00","0.00","17","2021","1","2020","4","10","15"
"2020-10-15","Delaware","2.40870090","23706150.38","34000000.00","10521739.23","0.00","0.00","4","2021","1","2020","4","10","15"
"2020-10-15","Massachusetts","2.40870090","1806358255.65","696000000.00","145396016.06","0.00","0.00","11","2021","1","2020","4","10","15"
"2020-10-15","Illinois","2.40870090","2427154496.22","846000000.00","245520543.86","0.00","0.00","7","2021","1","2020","4","10","15"
"2020-10-15","Virgin Islands","2.40870090","74807528.37","9000000.00","5421268.85","0.00","0.00","20","2021","1","2020","4","10","15"
"2020-10-15","Minnesota","2.40870090","675122211.48","300000000.00","93971870.60","0.00","0.00","12","2021","1","2020","4","10","15"
"2020-10-15","Louisana","2.40870090","59847631.32","200000000.00","59847631.32","0.00","0.00","10","2021","1","2020","4","10","15"
"2020-10-15","Ohio","2.40870090","1077449876.72","700000000.00","83088000.00","0.00","0.00","16","2021","1","2020","4","10","15"
"2020-10-15","New York","2.40870090","8199325313.09","1700000000.00","238323093.25","0.00","0.00","15","2021","1","2020","4","10","15"
"2020-10-14","California","2.40870090","14119585789.69","3500000000.00","1128000000.00","0.00","0.00","1","2021","1","2020","4","10","14"
"2020-10-14","Hawaii","2.40870090","600758600.97","435000000.00","62223658.73","0.00","0.00","6","2021","1","2020","4","10","14"
"2020-10-14","Louisana","2.40870090","57109821.19","200000000.00","57109821.19","0.00","0.00","10","2021","1","2020","4","10","14"
"2020-10-14","West Virginia","2.40870090","100801962.52","125000000.00","11063018.16","0.00","0.00","21","2021","1","2020","4","10","14"
